 " mon fils avait dit le gentilhomme gascon dans ce pur patois de béarn dont henri iv n avait jamais pu parvenir à se défaire mon fils ce cheval est né dans la maison de votre père il y a tantôt treize ans et y est resté depuis ce temps là ce qui doit vous porter à l aimer ne le vendez jamais laissez le mourir tranquillement et honorablement de vieillesse et si vous faites campagne avec lui ménagez le comme vous ménageriez un vieux serviteur À la cour continua m d artagnan père si toutefois vous avez l honneur d y aller honneur auquel du reste votre vieille noblesse vous donne des droits soutenez dignement votre nom de gentilhomme qui a été porté dignement par vos ancêtres depuis plus de cinq cents ans pour vous et pour les vôtres par les vôtres j entends vos parents et vos amis ne supportez jamais rien que de m le cardinal et du roi c est par son courage entendez vous bien par son courage seul qu un gentilhomme fait son chemin aujourd hui quiconque tremble une seconde laisse peut être échapper l appât que pendant cette seconde justement la fortune lui tendait vous êtes jeune vous devez être brave par deux raisons la première c est que vous êtes gascon et la seconde c est que vous êtes mon fils ne craignez pas les occasions et cherchez les aventures je vous ai fait apprendre à manier l épée vous avez un jarret de fer un poignet d acier battez vous à tout propos battez vous d autant plus que les duels sont défendus et que par conséquent il y a deux fois du courage à se battre je n ai mon fils à vous donner que quinze écus mon cheval et les conseils que vous venez d entendre votre mère y ajoutera la recette d un certain baume qu elle tient d une bohémienne et qui a une vertu miraculeuse pour guérir toute blessure qui n atteint pas le coeur faites votre profit du tout et vivez heureusement et longtemps je n ai plus qu un mot à ajouter et c est un exemple que je vous propose non pas le mien car je n ai moi jamais paru à la cour et n ai fait que les guerres de religion en volontaire je veux parler de m de tréville qui était mon voisin autrefois et qui a eu l honneur de jouer tout enfant avec notre roi louis treizième que dieu conserve quelquefois leurs jeux dégénéraient en bataille et dans ces batailles le roi n était pas toujours le plus fort les coups qu il en reçut lui donnèrent beaucoup d estime et d amitié pour m de tréville plus tard m de tréville se battit contre d autres dans son premier voyage à paris cinq fois depuis la mort du feu roi jusqu à la majorité du jeune sans compter les guerres et les sièges sept fois et depuis cette majorité jusqu aujourd hui cent fois peut être aussi malgré les édits les ordonnances et les arrêts le voilà capitaine des mousquetaires c est à dire chef d une légion de césars dont le roi fait un très grand cas et que m le cardinal redoute lui qui ne redoute pas grand chose comme chacun sait de plus m de tréville gagne dix mille écus par an c est donc un fort grand seigneur il a commencé comme vous allez le voir avec cette lettre et réglez vous sur lui afin de faire comme lui »" ,"French"
 "soneto" ,"Spanish"
 "she stretched herself up on tiptoe and peeped over the edge of the mushroom and her eyes immediately met those of a large caterpillar that was sitting on the top with its arms folded quietly smoking a long hookah and taking not the smallest notice of her or of anything else " ,"English"
 "so she swallowed one of the cakes and was delighted to find that she began shrinking directly as soon as she was small enough to get through the door she ran out of the house and found quite a crowd of little animals and birds waiting outside the poor little lizard bill was in the middle being held up by two guinea pigs who were giving it something out of a bottle they all made a rush at alice the moment she appeared but she ran off as hard as she could and soon found herself safe in a thick wood " ,"English"
 " la peste soit des gascons remettez le sur son cheval orange et qu il s en aille " ,"French"
 "le seul catalogue des livres que nous lûmes pour arriver à ce but remplirait un feuilleton tout entier ce qui serait peut être fort instructif mais à coups sûr peu amusant pour nos lecteurs nous nous contenterons donc de leur dire qu au moment où découragé de tant d investigations infructueuses nous allions abandonner notre recherche nous trouvâmes enfin guidé par les conseils de notre illustre et savant ami paulin paris un manuscrit in folio coté le n° ou nous ne nous le rappelons plus bien ayant pour titre " ,"French"
 " qui elle demanda l hôte " ,"French"
 "she ate a little bit and said anxiously to herself which way which way holding her hand on the top of her head to feel which way it was growing and she was quite surprised to find that she remained the same size to be sure this generally happens when one eats cake but alice had got so much into the way of expecting nothing but out of the way things to happen that it seemed quite dull and stupid for life to go on in the common way " ,"English"
 "hardly knowing what she did she picked up a little bit of stick and held it out to the puppy whereupon the puppy jumped into the air off all its feet at once with a yelp of delight and rushed at the stick and made believe to worry it then alice dodged behind a great thistle to keep herself from being run over and the moment she appeared on the other side the puppy made another rush at the stick and tumbled head over heels in its hurry to get hold of it then alice thinking it was very like having a game of play with a cart horse and expecting every moment to be trampled under its feet ran round the thistle again then the puppy began a series of short charges at the stick running a very little way forwards each time and a long way back and barking hoarsely all the while till at last it sat down a good way off panting with its tongue hanging out of its mouth and its great eyes half shut " ,"English"
 " ǧoh quién tuviera hermosa dulcinea por más comodidad y más reposo a miraflores puesto en el toboso y trocara sus londres con tu aldea ǧoh quién de tus deseos y librea alma y cuerpo adornara y del famoso caballero que hiciste venturoso mirara alguna desigual pelea ǧoh quién tan castamente se escapara del señor amadís como tú hiciste del comedido hidalgo don quijote que así envidiada fuera y no envidiara y fuera alegre el tiempo que fue triste y gozara los gustos sin escote " ,"Spanish"
 " eh votre dépense» vociféra l hôte dont l affection pour son voyageur se changeait en un profond dédain en voyant qu il s éloignait sans solder ses comptes " ,"French"
 " pallida mors aequo pulsat pede pauperum tabernas regumque turres " ,"Spanish"
 " he took me for his housemaid she said to herself as she ran how surprised he ll be when he finds out who i am but i d better take him his fan and gloves that is if i can find them as she said this she came upon a neat little house on the door of which was a bright brass plate with the name w rabbit engraved upon it she went in without knocking and hurried upstairs in great fear lest she should meet the real mary ann and be turned out of the house before she had found the fan and gloves " ,"English"
 "yo el rey " ,"Spanish"
 " well perhaps you haven t found it so yet said alice but when you have to turn into a chrysalis you will some day you know and then after that into a butterfly i should think you ll feel it a little queer won t you " ,"English"
 "sólo quisiera dártela monda y desnuda sin el ornato de prólogo ni de la inumerabilidad y catálogo de los acostumbrados sonetos epigramas y elogios que al principio de los libros suelen ponerse porque te sé decir que aunque me costó algún trabajo componerla ninguno tuve por mayor que hacer esta prefación que vas leyendo muchas veces tomé la pluma para escribille y muchas la dejé por no saber lo que escribiría y estando una suspenso con el papel delante la pluma en la oreja el codo en el bufete y la mano en la mejilla pensando lo que diría entró a deshora un amigo mío gracioso y bien entendido el cual viéndome tan imaginativo me preguntó la causa y no encubriéndosela yo le dije que pensaba en el prólogo que había de hacer a la historia de don quijote y que me tenía de suerte que ni quería hacerle ni menos sacar a luz las hazañas de tan noble caballero " ,"Spanish"
 " perhaps it doesn t understand english thought alice i daresay it s a french mouse come over with william the conqueror (for with all her knowledge of history alice had no very clear notion how long ago anything had happened ) so she began again ou est ma chatte which was the first sentence in her french lesson book the mouse gave a sudden leap out of the water and seemed to quiver all over with fright oh i beg your pardon cried alice hastily afraid that she had hurt the poor animal s feelings i quite forgot you didn t like cats " ,"English"
 " et quant à mes autres instructions demanda la belle voyageuse " ,"French"
 "por cuanto por parte de vos miguel de cervantes nos fue fecha relación que habíades compuesto un libro intitulado el ingenioso hidalgo de la mancha el cual os había costado mucho trabajo y era muy útil y provechoso nos pedistes y suplicastes os mandásemos dar licencia y facultad para le poder imprimir y previlegio por el tiempo que fuésemos servidos o como la nuestra merced fuese lo cual visto por los del nuestro consejo por cuanto en el dicho libro se hicieron las diligencias que la premática últimamente por nos fecha sobre la impresión de los libros dispone fue acordado que debíamos mandar dar esta nuestra cédula para vos en la dicha razón y nos tuvímoslo por bien por la cual por os hacer bien y merced os damos licencia y facultad para que vos o la persona que vuestro poder hubiere y no otra alguna podáis imprimir el dicho libro intitulado el ingenioso hidalgo de la mancha que desuso se hace mención en todos estos nuestros reinos de castilla por tiempo y espacio de diez años que corran y se cuenten desde el dicho día de la data desta nuestra cédula so pena que la persona o personas que sin tener vuestro poder lo imprimiere o vendiere o hiciere imprimir o vender por el mesmo caso pierda la impresión que hiciere con los moldes y aparejos della y más incurra en pena de cincuenta mil maravedís cada vez que lo contrario hiciere la cual dicha pena sea la tercia parte para la persona que lo acusare y la otra tercia parte para nuestra cámara y la otra tercia parte para el juez que lo sentenciare con tanto que todas las veces que hubiéredes de hacer imprimir el dicho libro durante el tiempo de los dichos diez años le traigáis al nuestro consejo juntamente con el original que en él fue visto que va rubricado cada plana y firmado al fin dél de juan gallo de andrada nuestro escribano de cámara de los que en él residen para saber si la dicha impresión está conforme el original o traigáis fe en pública forma de cómo por corretor nombrado por nuestro mandado se vio y corrigió la dicha impresión por el original y se imprimió conforme a él y quedan impresas las erratas por él apuntadas para cada un libro de los que así fueren impresos para que se tase el precio que por cada volume hubiéredes de haber y mandamos al impresor que así imprimiere el dicho libro no imprima el principio ni el primer pliego dél ni entregue más de un solo libro con el original al autor o persona a cuya costa lo imprimiere ni otro alguno para efeto de la dicha correción y tasa hasta que antes y primero el dicho libro esté corregido y tasado por los del nuestro consejo y estando hecho y no de otra manera pueda imprimir el dicho principio y primer pliego y sucesivamente ponga esta nuestra cédula y la aprobación tasa y erratas so pena de caer e incurrir en las penas contenidas en las leyes y premáticas destos nuestros reinos y mandamos a los del nuestro consejo y a otras cualesquier justicias dellos guarden y cumplan esta nuestra cédula y lo en ella contenido fecha en valladolid a veinte y seis días del mes de setiembre de mil y seiscientos y cuatro años " ,"Spanish"
 "oh dear what nonsense i m talking " ,"English"
 " decid le repliqué yo oyendo lo que me decía žde qué modo pensáis llenar el vacío de mi temor y reducir a claridad el caos de mi confusión " ,"Spanish"
 " ah fit d artagnan " ,"French"
 " me frapper moi dit l autre en pivotant sur ses talons et en regardant le jeune homme avec autant d étonnement que de mépris allons allons donc mon cher vous êtes fou »" ,"French"
 "it did so indeed and much sooner than she had expected before she had drunk half the bottle she found her head pressing against the ceiling and had to stoop to save her neck from being broken she hastily put down the bottle saying to herself that s quite enough i hope i shan t grow any more as it is i can t get out at the door i do wish i hadn t drunk quite so much " ,"English"
 "chapter v advice from a caterpillar" ,"English"
 " vous croyez » répondit d artagnan peu convaincu car il savait mieux que personne l importance toute personnelle de cette lettre et n y voyait rien qui pût tenter la cupidité le fait est qu aucun des valets aucun des voyageurs présents n eût rien gagné à posséder ce papier " ,"French"
 "this seemed to alice a good opportunity for making her escape so she set off at once and ran till she was quite tired and out of breath and till the puppy s bark sounded quite faint in the distance " ,"English"
 " urganda la desconocida si de llegarte a los bue libro fueres con letu no te dirá el boquirru que no pones bien los de mas si el pan no se te cue por ir a manos de idio verás de manos a bo aun no dar una en el cla si bien se comen las ma por mostrar que son curio y pues la expiriencia ense que el que a buen árbol se arri buena sombra le cobi en béjar tu buena estre un árbol real te ofre que da príncipes por fru en el cual floreció un du que es nuevo alejandro ma llega a su sombra que a osa favorece la fortu de un noble hidalgo manche contarás las aventu a quien ociosas letu trastornaron la cabe damas armas caballe le provocaron de mo que cual orlando furio templado a lo enamora alcanzó a fuerza de bra a dulcinea del tobo no indiscretos hieroglí estampes en el escu que cuando es todo figu con ruines puntos se envi si en la dirección te humi " ,"Spanish"
 " elles sont renfermées dans cette boîte que vous n ouvrirez que de l autre côté de la manche " ,"French"
 "y con esto dios te dé salud y a mí no olvide vale " ,"Spanish"
 "alice took up the fan and gloves and as the hall was very hot she kept fanning herself all the time she went on talking dear dear how queer everything is to day and yesterday things went on just as usual i wonder if i ve been changed in the night let me think was i the same when i got up this morning i almost think i can remember feeling a little different but if i m not the same the next question is who in the world am i ah that s the great puzzle and she began thinking over all the children she knew that were of the same age as herself to see if she could have been changed for any of them " ,"English"
 "she waited for some time without hearing anything more at last came a rumbling of little cartwheels and the sound of a good many voices all talking together she made out the words where s the other ladder why i hadn t to bring but one bill s got the other bill fetch it here lad here put em up at this corner no tie em together first they don t reach half high enough yet oh they ll do well enough don t be particular here bill catch hold of this rope will the roof bear mind that loose slate oh it s coming down heads below (a loud crash) now who did that it was bill i fancy who s to go down the chimney nay i shan t you do it that i won t then bill s to go down here bill the master says you re to go down the chimney " ,"English"
 " vous avez raison s écria le gentilhomme partez donc de votre côté moi je pars du mien »" ,"French"
 "so she set to work and very soon finished off the cake " ,"English"
 "las mozas que no estaban hechas a oír semejantes retóricas no respondían palabra sólo le preguntaron si quería comer alguna cosa " ,"Spanish"
 " but she must have a prize herself you know said the mouse " ,"English"
 "en attendant comme le parrain est un second père nous invitons le lecteur à s en prendre à nous et non au comte de la fère de son plaisir ou de son ennui " ,"French"
 " would it be of any use now thought alice to speak to this mouse everything is so out of the way down here that i should think very likely it can talk at any rate there s no harm in trying so she began o mouse do you know the way out of this pool i am very tired of swimming about here o mouse (alice thought this must be the right way of speaking to a mouse she had never done such a thing before but she remembered having seen in her brother s latin grammar a mouse of a mouse to a mouse a mouse o mouse ) the mouse looked at her rather inquisitively and seemed to her to wink with one of its little eyes but it said nothing " ,"English"
 " prise et par qui " ,"French"
 "amadÍs de gaula a don quijote de la mancha" ,"Spanish"
 " non bene pro toto libertas venditur auro " ,"Spanish"
 "con estas razones perdía el pobre caballero el juicio y desvelábase por entenderlas y desentrañarles el sentido que no se lo sacara ni las entendiera el mesmo aristóteles si resucitara para sólo ello no estaba muy bien con las heridas que don belianís daba y recebía porque se imaginaba que por grandes maestros que le hubiesen curado no dejaría de tener el rostro y todo el cuerpo lleno de cicatrices y señales pero con todo alababa en su autor aquel acabar su libro con la promesa de aquella inacabable aventura y muchas veces le vino deseo de tomar la pluma y dalle fin al pie de la letra como allí se promete y sin duda alguna lo hiciera y aun saliera con ello si otros mayores y continuos pensamientos no se lo estorbaran tuvo muchas veces competencia con el cura de su lugar que era hombre docto graduado en sigüenza sobre cuál había sido mejor caballero palmerín de ingalaterra o amadís de gaula mas maese nicolás barbero del mesmo pueblo decía que ninguno llegaba al caballero del febo y que si alguno se le podía comparar era don galaor hermano de amadís de gaula porque tenía muy acomodada condición para todo que no era caballero melindroso ni tan llorón como su hermano y que en lo de la valentía no le iba en zaga " ,"Spanish"
 "by this time she had found her way into a tidy little room with a table in the window and on it (as she had hoped) a fan and two or three pairs of tiny white kid gloves she took up the fan and a pair of the gloves and was just going to leave the room when her eye fell upon a little bottle that stood near the looking glass there was no label this time with the words drink me but nevertheless she uncorked it and put it to her lips i know something interesting is sure to happen she said to herself whenever i eat or drink anything so i ll just see what this bottle does i do hope it ll make me grow large again for really i m quite tired of being such a tiny little thing " ,"English"
 " no fuyan las vuestras mercedes ni teman desaguisado alguno ca a la orden de caballería que profeso non toca ni atañe facerle a ninguno cuanto más a tan altas doncellas como vuestras presencias demuestran " ,"Spanish"
 "alice replied eagerly for she was always ready to talk about her pet dinah s our cat and she s such a capital one for catching mice you can t think and oh i wish you could see her after the birds why she ll eat a little bird as soon as look at it " ,"English"
 " je ne ris pas souvent monsieur reprit l inconnu ainsi que vous pouvez le voir vous même à l air de mon visage mais je tiens cependant à conserver le privilège de rire quand il me plaît " ,"French"
 " para mí señor castellano cualquiera cosa basta porque mis arreos son las armas mi descanso el pelear etc " ,"Spanish"
 "il était l ami du roi lequel honorait fort comme chacun sait la mémoire de son père henri iv le père de m de tréville l avait si fidèlement servi dans ses guerres contre la ligue qu à défaut d argent comptant chose qui toute la vie manqua au béarnais lequel paya constamment ses dettes avec la seule chose qu il n eût jamais besoin d emprunter c est à dire avec de l esprit qu à défaut d argent comptant disons nous il l avait autorisé après la reddition de paris à prendre pour armes un lion d or passant sur gueules avec cette devise _fidelis et fortis_ c était beaucoup pour l honneur mais c était médiocre pour le bien être aussi quand l illustre compagnon du grand henri mourut il laissa pour seul héritage à monsieur son fils son épée et sa devise grâce à ce double don et au nom sans tache qui l accompagnait m de tréville fut admis dans la maison du jeune prince où il servit si bien de son épée et fut si fidèle à sa devise que louis xiii une des bonnes lames du royaume avait l habitude de dire que s il avait un ami qui se battît il lui donnerait le conseil de prendre pour second lui d abord et tréville après et peut être même avant lui " ,"French"
 "poor alice it was as much as she could do lying down on one side to look through into the garden with one eye but to get through was more hopeless than ever she sat down and began to cry again " ,"English"
 " por dios hermano que agora me acabo de desengañar de un engaño en que he estado todo el mucho tiempo que ha que os conozco en el cual siempre os he tenido por discreto y prudente en todas vuestras aciones pero agora veo que estáis tan lejos de serlo como lo está el cielo de la tierra žcómo que es posible que cosas de tan poco momento y tan fáciles de remediar puedan tener fuerzas de suspender y absortar un ingenio tan maduro como el vuestro y tan hecho a romper y atropellar por otras dificultades mayores a la fe esto no nace de falta de habilidad sino de sobra de pereza y penuria de discurso žqueréis ver si es verdad lo que digo pues estadme atento y veréis cómo en un abrir y cerrar de ojos confundo todas vuestras dificultades y remedio todas las faltas que decís que os suspenden y acobardan para dejar de sacar a la luz del mundo la historia de vuestro famoso don quijote luz y espejo de toda la caballería andante " ,"Spanish"
 " you promised to tell me your history you know said alice and why it is you hate c and d she added in a whisper half afraid that it would be offended again " ,"English"
 " donec eris felix multos numerabis amicos tempora si fuerint nubila solus eris " ,"Spanish"
 "aussi louis xiii avait il un attachement réel pour tréville attachement royal attachement égoïste c est vrai mais qui n en était pas moins un attachement c est que dans ces temps malheureux on cherchait fort à s entourer d hommes de la trempe de tréville beaucoup pouvaient prendre pour devise l épithète de fort qui faisait la seconde partie de son exergue mais peu de gentilshommes pouvaient réclamer l épithète de fidèle qui en formait la première tréville était un de ces derniers c était une de ces rares organisations à l intelligence obéissante comme celle du dogue à la valeur aveugle à l oeil rapide à la main prompte à qui l oeil n avait été donné que pour voir si le roi était mécontent de quelqu un et la main que pour frapper ce déplaisant quelqu un un besme un maurevers un poltrot de méré un vitry enfin à tréville il n avait manqué jusque là que l occasion mais il la guettait et il se promettait bien de la saisir par ses trois cheveux si jamais elle passait à la portée de sa main aussi louis xiii fit il de tréville le capitaine de ses mousquetaires lesquels étaient à louis xiii pour le dévouement ou plutôt pour le fanatisme ce que ses ordinaires étaient à henri iii et ce que sa garde écossaise était à louis xi " ,"French"
 " ainsi son Éminence m ordonne disait la dame " ,"French"
 "el lenguaje no entendido de las señoras y el mal talle de nuestro caballero acrecentaba en ellas la risa y en él el enojo y pasara muy adelante si a aquel punto no saliera el ventero hombre que por ser muy gordo era muy pacífico el cual viendo aquella figura contrahecha armada de armas tan desiguales como eran la brida lanza adarga y coselete no estuvo en nada en acompañar a las doncellas en las muestras de su contento mas en efeto temiendo la máquina de tantos pertrechos determinó de hablarle comedidamente y así le dijo " ,"Spanish"
 "chapter ii the pool of tears" ,"English"
 " oh so bill s got to come down the chimney has he said alice to herself shy they seem to put everything upon bill i wouldn t be in bill s place for a good deal this fireplace is narrow to be sure but i think i can kick a little " ,"English"
 " salve varón famoso a quien fortuna cuando en el trato escuderil te puso tan blanda y cuerdamente lo dispuso que lo pasaste sin desgracia alguna ya la azada o la hoz poco repugna al andante ejercicio ya está en uso la llaneza escudera con que acuso al soberbio que intenta hollar la luna envidio a tu jumento y a tu nombre y a tus alforjas igualmente invidio que mostraron tu cuerda providencia salve otra vez ǧoh sancho tan buen hombre que a solo tú nuestro español ovidio con buzcorona te hace reverencia " ,"Spanish"
 "après quoi content de la façon dont il s était conduit à meung sans remords dans le passé confiant dans le présent et plein d espérance dans l avenir il se coucha et s endormit du sommeil du brave " ,"French"
 " i wish i had our dinah here i know i do said alice aloud addressing nobody in particular she d soon fetch it back " ,"English"
 " par le gentilhomme d hier il est descendu à la cuisine où était votre pourpoint il y est resté seul je gagerais que c est lui qui l a volée " ,"French"
 " vraiment fit le gentilhomme " ,"French"
 " je vous dis cela mon gentilhomme reprit l hôte afin que vous vous teniez sur vos gardes " ,"French"
 "chapter iii a caucus race and a long tale" ,"English"
 " what is a caucus race said alice not that she wanted much to know but the dodo had paused as if it thought that somebody ought to speak and no one else seemed inclined to say anything " ,"English"
 " an arm you goose who ever saw one that size why it fills the whole window " ,"English"
 "marqués de gibraleón conde de benalcázar y bañares vizconde de la puebla de alcocer señor de las villas de capilla curiel y burguillos" ,"Spanish"
 "at last the mouse who seemed to be a person of authority among them called out sit down all of you and listen to me i ll soon make you dry enough they all sat down at once in a large ring with the mouse in the middle alice kept her eyes anxiously fixed on it for she felt sure she would catch a bad cold if she did not get dry very soon " ,"English"
 " mais je vous parle moi » s écria le jeune homme exaspéré de ce mélange d insolence et de bonnes manières de convenances et de dédains " ,"French"
 " i beg your pardon said alice very humbly you had got to the fifth bend i think " ,"English"
 "there were doors all round the hall but they were all locked and when alice had been all the way down one side and up the other trying every door she walked sadly down the middle wondering how she was ever to get out again " ,"English"
 "et cette sensation avait été d autant plus pénible au jeune d artagnan (ainsi s appelait le don quichotte de cette autre rossinante) qu il ne se cachait pas le côté ridicule que lui donnait si bon cavalier qu il fût une pareille monture aussi avait il fort soupiré en acceptant le don que lui en avait fait m d artagnan père il n ignorait pas qu une pareille bête valait au moins vingt livres il est vrai que les paroles dont le présent avait été accompagné n avaient pas de prix " ,"French"
 " ah lâche ah misérable ah faux gentilhomme » cria d artagnan s élançant à son tour après le laquais " ,"French"
 " curiouser and curiouser cried alice (she was so much surprised that for the moment she quite forgot how to speak good english) now i m opening out like the largest telescope that ever was good bye feet (for when she looked down at her feet they seemed to be almost out of sight they were getting so far off) oh my poor little feet i wonder who will put on your shoes and stockings for you now dears i m sure _i_ shan t be able i shall be a great deal too far off to trouble myself about you you must manage the best way you can but i must be kind to them thought alice or perhaps they won t walk the way i want to go let me see i ll give them a new pair of boots every christmas " ,"English"
 " a vuestra espada no igualó la mía febo español curioso cortesano ni a la alta gloria de valor mi mano que rayo fue do nace y muere el día imperios desprecié la monarquía que me ofreció el oriente rojo en vano dejé por ver el rostro soberano de claridiana aurora hermosa mía améla por milagro único y raro y ausente en su desgracia el propio infierno temió mi brazo que domó su rabia mas vos godo quijote ilustre y claro por dulcinea sois al mundo eterno y ella por vos famosa honesta y sabia " ,"Spanish"
 " si vuestra merced señor caballero busca posada amén del lecho (porque en esta venta no hay ninguno) todo lo demás se hallará en ella en mucha abundancia " ,"Spanish"
 " paie maroufle» s écria le voyageur toujours galopant à son laquais lequel jeta aux pieds de l hôte deux ou trois pièces d argent et se mit à galoper après son maître " ,"French"
 " pasar de largo es cordu que suelen en caperu darles a los que grace mas tú quémate las ce sólo en cobrar buena fa que el que imprime neceda dalas a censo perpe advierte que es desati siendo de vidrio el teja tomar piedras en las ma para tirar al veci deja que el hombre de jui en las obras que compo se vaya con pies de plo que el que saca a luz pape para entretener donce escribe a tontas y a lo " ,"Spanish"
 " de retourner à l instant même en angleterre et de la prévenir directement si le duc quittait londres " ,"French"
 " quoi monsieur nous quitte déjà " ,"French"
 " tout cela au contraire est en bas dans la cuisine mais puisqu il vous gêne ce jeune fou " ,"French"
 " sure it does yer honour but it s an arm for all that " ,"English"
 "either the well was very deep or she fell very slowly for she had plenty of time as she went down to look about her and to wonder what was going to happen next first she tried to look down and make out what she was coming to but it was too dark to see anything then she looked at the sides of the well and noticed that they were filled with cupboards and book shelves here and there she saw maps and pictures hung upon pegs she took down a jar from one of the shelves as she passed it was labelled orange marmalade but to her great disappointment it was empty she did not like to drop the jar for fear of killing somebody so managed to put it into one of the cupboards as she fell past it " ,"English"
 " mais il n importe continua d artagnan avec l aplomb national il n importe et l argent n est rien cette lettre était tout j eusse mieux aimé perdre mille pistoles que de la perdre »" ,"French"
 "es pues de saber que este sobredicho hidalgo los ratos que estaba ocioso que eran los más del año se daba a leer libros de caballerías con tanta afición y gusto que olvidó casi de todo punto el ejercicio de la caza y aun la administración de su hacienda y llegó a tanto su curiosidad y desatino en esto que vendió muchas hanegas de tierra de sembradura para comprar libros de caballerías en que leer y así llevó a su casa todos cuantos pudo haber dellos y de todos ningunos le parecían tan bien como los que compuso el famoso feliciano de silva porque la claridad de su prosa y aquellas entricadas razones suyas le parecían de perlas y más cuando llegaba a leer aquellos requiebros y cartas de desafíos donde en muchas partes hallaba escrito la razón de la sinrazón que a mi razón se hace de tal manera mi razón enflaquece que con razón me quejo de la vuestra fermosura y también cuando leía los altos cielos que de vuestra divinidad divinamente con las estrellas os fortifican y os hacen merecedora del merecimiento que merece la vuestra grandeza " ,"Spanish"
